ObjectID,Mapped,Crash Date,City/Town,Address,AOT Route,Crash Type,Collision Direction,Weather,Road Group,Report Number,Reporting Agency,Road Group ID,AOT Actual Milepoint,Animal,Time of Day,Intersection With,Impairment,Involving,Non Reportable Address,Reporting Agency ID,Road Characteristics,Road Condition,Street Address,Surface Condition,AOT Route ID,Coordinates
4274206,,"June 4, 2021, 2:24 PM",Colchester,COLLEGE PARKWAY,COLLEGE PKWY,Injury,"Left Turn and Thru, Broadside v<--",Cloudy,,21CC004727,Colchester PD.,,,None/Other,Day,JOHNSON AVENUE,None,None,,VT0040500,Other - Explain in Narrative,None,COLLEGE PARKWAY,Dry,,"44.497216382353194,-73.15901860743348"
4274555,,"June 4, 2021, 10:16 PM",Burlington,Pearl St,,Injury,"Left Turn and Thru, Angle Broadside -->v--",Clear,,21BU007990,Burlington PD,,,None/Other,Night,300 Pearl St,None,Bicycle,,VT0040100,Not at a Junction,None,Pearl St,Dry,,"44.48126377113092,-73.20673432931238"
4273941,,"June 5, 2021, 11:22 AM",Burlington,North St,NORTH ST,Property Damage Only,"No Turns, Thru moves only, Broadside ^<",Clear,,21BU008033,Burlington PD,,,None/Other,Day,N Willard St,None,None,,VT0040100,Four-way Intersection,None,North St,Dry,,"44.484939405938775,-73.2058933881198"
4273945,,"June 5, 2021, 2:58 PM",South Burlington,Dorset St,DORSET ST,Property Damage Only,Rear End,Clear,,21SB004910,So. Burlington PD.,,,None/Other,Day,Williston Rd,None,None,,VT0040300,Not at a Junction,None,Dorset St,Dry,,"44.46840898831839,-73.18150142882162"
4273943,,"June 5, 2021, 5:40 PM",Burlington,North Ave,NORTH AVE,Injury,Other - Explain in Narrative,Cloudy,,21BU008056,Burlington PD,,,None/Other,Day,North St,None,Bicycle,,VT0040100,T - Intersection,None,North Ave,Dry,,"44.48443498300942,-73.22234693596572"
4273950,,"June 5, 2021, 5:59 PM",Burlington,Shelburne Rd,SHELBURNE ST,Property Damage Only,"Left Turn and Thru, Angle Broadside -->v--",Clear,,21BU008057,Burlington PD,,,None/Other,Day,I189,None,None,,VT0040100,T - Intersection,None,Shelburne Rd,Dry,,"44.44835014145382,-73.20923201515565"
4273926,,"June 6, 2021, 11:10 AM",Shelburne,5171 Shelburne Road,SHELBURNE RD,Injury,Rear End,Clear,,21SH03961,Shelburne PD.,,,None/Other,Day,Harbor Road,None,None,,VT0040700,Not at a Junction,None,5171 Shelburne Road,Dry,,"44.38118568668963,-73.22721147615061"
4273927,,"June 6, 2021, 11:54 PM",Williston,VT 2A at Industrial Avenue,INDUSTRIAL AVE,Property Damage Only,"No Turns, Thru moves only, Broadside ^<",Clear,,21WT02738,Williston PD.,,,None/Other,Night,Mountain View Rd,None,None,,VT0041000,Four-way Intersection,None,VT 2A at Industrial Avenue,Dry,,"44.464968990161495,-73.11288140593894"
4274667,,"June 7, 2021, 7:18 AM",South Burlington,I-189 MM1,INTERSTATE 189,Injury,Rear End,Clear,,21A102035,VSP - A1 Williston,,,None/Other,Day,Shelburne Road,None,None,,VTVSP0100,Not at a Junction,None,I-189 MM1,Dry,,"44.448961634932395,-73.1997968392756"
4273918,,"June 7, 2021, 3:11 PM",Burlington,Colchester Ave,COLCHESTER AVE,Property Damage Only,Rear End,Clear,,21BU008175,Burlington PD,,,None/Other,Day,Mansfield Ave,None,None,,VT0040100,Not at a Junction,None,Colchester Ave,Dry,,"44.48063431053298,-73.1986907872903"
4273904,,"June 7, 2021, 4:44 PM",Colchester,Roosevelt Highway,ROOSEVELT HWY,Property Damage Only,Rear End,Clear,,21CC004834,Colchester PD.,,,None/Other,Day,Severance Road,None,None,,VT0040500,Four-way Intersection,None,Roosevelt Highway,Dry,,"44.52896364033797,-73.1718313004682"
4273900,,"June 7, 2021, 5:19 PM",Shelburne,724 Pond Rd,POND RD,Property Damage Only,Other - Explain in Narrative,Clear,,21SH03996,Shelburne PD.,,,None/Other,Day,Pond Access Rd,None,None,,VT0040700,Not at a Junction,None,724 Pond Rd,Dry,,"44.37263096841378,-73.16915061326475"
4274095,,"June 7, 2021, 7:24 PM",Burlington,North Beach Campground,,Injury,Head On,Clear,,21BU008188,Burlington PD,,,None/Other,Night,Parking Lot,None,None,,VT0040100,Parking Lot,None,North Beach Campground,Dry,,
4273880,,"June 8, 2021, 8:27 AM",South Burlington,977 Shelburne Rd,,Property Damage Only,Same Direction Sideswipe,Cloudy,,21SB004989,So. Burlington PD.,,,None/Other,Day,Brewer Pkwy,None,Heavy Truck,,VT0040300,Parking Lot,None,977 Shelburne Rd,Dry,,"44.44271515241734,-73.21013622681437"
4273887,,"June 8, 2021, 9:46 AM",South Burlington,71 Hinesburg Rd,HINESBURG RD,Property Damage Only,"Left Turn and Thru, Broadside v<--",Clear,,21SB004991,So. Burlington PD.,,,None/Other,Day,Ruth St,None,None,,VT0040300,T - Intersection,None,71 Hinesburg Rd,Dry,,"44.46514440870348,-73.17102347504391"
4273879,,"June 8, 2021, 12:15 PM",South Burlington,Interstate 89,INTERSTATE 89,Property Damage Only,Same Direction Sideswipe,Clear,,21A102055,VSP - A1 Williston,,,None/Other,Day,Interstate I189 Southbound On-Ramp,None,None,,VTVSP0100,On Ramp,None,Interstate 89,Dry,,"44.449605291147236,-73.17813239108136"
4273991,,"June 8, 2021, 1:25 PM",Winooski City,Main St,MAIN ST,Property Damage Only,Rear End,Clear,,21WS002862,Winooski PD.,,,None/Other,Day,Normand St,None,None,,VT0040400,Not at a Junction,None,Main St,Dry,,"44.500701132206785,-73.18318837865942"
4273886,,"June 8, 2021, 4:46 PM",South Burlington,Dorset St,DORSET ST,Property Damage Only,Same Direction Sideswipe,Clear,,21SB005008,So. Burlington PD.,,,None/Other,Day,Williston Rd,None,None,,VT0040300,Four-way Intersection,,Dorset St,Dry,,"44.469080096485094,-73.1811730258415"
4273882,,"June 8, 2021, 5:20 PM",South Burlington,1001 Shelburne Rd,HANNAFORD DR,Injury,"No Turns, Thru moves only, Broadside ^<",Clear,,21SB005012,So. Burlington PD.,,,None/Other,Day,Shelburne Rd,None,None,,VT0040300,Not at a Junction,None,1001 Shelburne Rd,Dry,,"44.44164844469729,-73.21090213921033"
4273890,,"June 8, 2021, 8:08 PM",Colchester,Exit 16 Off Ramp,I-89 EXIT 16 RAMP A,Injury,Single Vehicle Crash,Clear,,21A102051,VSP - A5 Derby,,,None/Other,Night,,Alcohol,None,,VTVSP0800,Off Ramp,None,Exit 16 Off Ramp,Dry,,"44.50607100437906,-73.18365352084015"
4273883,,"June 8, 2021, 9:14 PM",Williston,Zephyr Road,ZEPHYR RD,Property Damage Only,"No Turns, Thru moves only, Broadside ^<",Clear,,21WT02775,Williston PD.,,,None/Other,Night,Stillwater Lane,None,None,,VT0041000,Four-way Intersection,None,Zephyr Road,Dry,,"44.450058987648355,-73.10488140252255"
4274758,,"June 9, 2021, 10:55 AM",Williston,VT 2A at Industrial Avenue,INDUSTRIAL AVE,Injury,"No Turns, Thru moves only, Broadside ^<",Clear,,21WT02780,Williston PD.,,,None/Other,Day,Mountain View Road,None,None,,VT0041000,Four-way Intersection,None,VT 2A at Industrial Avenue,Dry,,"44.46502112649871,-73.11290031283268"
4274402,,"June 9, 2021, 3:18 PM",Burlington,N Winooski Ave,N WINOOSKI AVE,Injury,Rear End,Clear,,21BU008369,Burlington PD,,,None/Other,Day,Decatur St,None,None,,VT0040100,Y - Intersection,None,N Winooski Ave,Dry,,"44.48631295938124,-73.20982009150065"
4273867,,"June 9, 2021, 3:59 PM",Colchester,Roosevelt Highway,ROOSEVELT HWY,Property Damage Only,Other - Explain in Narrative,Clear,,21CC004900,Colchester PD.,,,None/Other,Day,Blakely Rosf,None,None,,VT0040500,Four-way Intersection,,Roosevelt Highway,Dry,,"44.52883736148039,-73.1718801711327"
4273868,,"June 9, 2021, 9:00 PM",Williston,5876 Williston Road,,Property Damage Only,Rear-to-rear,Clear,,21WT02801,Williston PD.,,,None/Other,Night,Williston Road,None,None,,VT0041000,Parking Lot,None,5876 Williston Road,Dry,,"44.448584537653744,-73.11022178595762"
4248843,,"June 10, 2021, 1:45 PM",Williston,4160 St George Rd,VT-2A,Property Damage Only,Single Vehicle Crash,Clear,"State Highway numbered route, State owned",21WT02825,Williston PD.,10,1.808,None/Other,Day,Lawes Dr,None,Heavy Truck,,VT0041000,Not at a Junction,"Shoulders (none, low, soft, high)",4160 St George Rd,Dry,21,"44.423710501182335,-73.12364941420675"
4273860,,"June 10, 2021, 4:34 PM",Williston,6113 Williston Rd,WILLISTON RD,Property Damage Only,Same Direction Sideswipe,Clear,,21WT02830,Williston PD.,,,None/Other,Day,Maple Tree Pl,None,None,,VT0041000,Four-way Intersection,None,6113 Williston Rd,Dry,,"44.44754327422191,-73.10631032218227"
4273858,,"June 10, 2021, 4:46 PM",South Burlington,Swift St,SWIFT ST,Property Damage Only,"No Turns, Thru moves only, Broadside ^<",Clear,,21SB005072,So. Burlington PD.,,,None/Other,Day,Shelburne Rd,None,None,,VT0040300,T - Intersection,None,Swift St,Dry,,"44.4458907025938,-73.20889329877532"
4274791,,"June 10, 2021, 5:02 PM",South Burlington,478 Lime Kiln Rd,LIME KILN RD,Property Damage Only,Same Direction Sideswipe,Clear,,21SB005073,So. Burlington PD.,,,None/Other,Day,,None,None,,VT0040300,Not at a Junction,None,478 Lime Kiln Rd,Dry,,"44.48596727068427,-73.16209763320589"
4274532,,"June 10, 2021, 5:19 PM",South Burlington,305 Lime Kiln Rd,LIME KILN RD,Property Damage Only,Rear End,Clear,,21SB005074,So. Burlington PD.,,,None/Other,Day,Airport Pkwy,None,None,,VT0040300,Not at a Junction,None,305 Lime Kiln Rd,Dry,,"44.48848804415993,-73.16193757160269"
4275282,,"June 10, 2021, 6:05 PM",Essex,61 Pearl St,PEARL ST,Property Damage Only,Rear End,Clear,,21ES003234,Essex PD.,,,None/Other,Day,W Hillcrest Rd,None,None,,VT0040200,T - Intersection,None,61 Pearl St,Dry,,"44.49369899448528,-73.11837140853073"
4273864,,"June 10, 2021, 7:02 PM",Colchester,WEST LAKESHORE DRIVE,W LAKESHORE DR,Injury,"Left Turn and Thru, Angle Broadside -->v--",Clear,,21CC004929,Colchester PD.,,,None/Other,Night,PRIM ROAD,None,Bicycle,,VT0040500,T - Intersection,None,WEST LAKESHORE DRIVE,Dry,,"44.5514499513633,-73.23375864503424"
4273996,,"June 10, 2021, 9:33 PM",Colchester,Blakely Road,BLAKELY RD,Property Damage Only,Rear End,Clear,,21CC004932,Colchester PD.,,,None/Other,Night,2269 Blakely Road,None,None,,VT0040500,Not at a Junction,None,Blakely Road,Dry,,"44.53115068364043,-73.17940508954446"
4275100,,"June 11, 2021, 12:16 AM",Milton,405 North Rd,NORTH RD,Property Damage Only,Single Vehicle Crash,Clear,,21MT002683,Milton PD.,,,Deer,Night,Fitzgerald Pl,None,None,,VT0040600,Not at a Junction,None,405 North Rd,Dry,,"44.65948432350094,-73.08961438967852"
4273845,,"June 11, 2021, 6:10 AM",Richmond,1108 W Main St,INTERSTATE 89,Property Damage Only,Single Vehicle Crash,Clear,,21CCSD003156,Chittenden CSD,,,Deer,Day,Overlook Ln,None,None,,VT0040000,Not at a Junction,None,1108 W Main St,Dry,,"44.420270426165374,-73.00140114400777"
4275387,,"June 11, 2021, 10:46 AM",Williston,Essex Road,ESSEX RD,Property Damage Only,"Left Turn and Thru, Angle Broadside -->v--",Cloudy,,21WT02844,Williston PD.,,,None/Other,Day,1155 Essex Rd,None,None,,VT0041000,Not at a Junction,None,Essex Road,Dry,,"44.46553400090333,-73.112918246465"
4273839,,"June 11, 2021, 12:49 PM",Colchester,Lower Mountain View Drive,HERCULES DR,Property Damage Only,Single Vehicle Crash,Clear,,21CC004951,Colchester PD.,,,None/Other,Day,Hercules Drive,None,None,,VT0040500,Not at a Junction,None,Lower Mountain View Drive,Dry,,"44.505442268176836,-73.17436541955742"
4273834,,"June 11, 2021, 1:13 PM",South Burlington,1675 Shelburne Rd,,Property Damage Only,Rear End,Clear,,21SB005111,So. Burlington PD.,,,None/Other,Day,Twin Brook Ct,None,Heavy Truck,,VT0040300,Parking Lot,None,1675 Shelburne Rd,Dry,,"44.426676541693205,-73.21325748990952"
4275151,,"June 11, 2021, 4:28 PM",Burlington,Rt. 127,VT ROUTE 127,Injury,Head On,Cloudy,,21BU008528,Burlington PD,,,None/Other,Day,Plattsburg Ave,None,None,,VT0040100,T - Intersection,None,Rt. 127,Dry,,"44.52382504898372,-73.25543955404227"
4274891,,"June 11, 2021, 4:42 PM",Charlotte,2644 Guinea Rd,GUINEA RD,Injury,Single Vehicle Crash,Clear,,21A102119,VSP - A1 Williston,,,None/Other,Day,Dolliver Dr,Alcohol and Drugs,None,,VTVSP0100,Not at a Junction,None,2644 Guinea Rd,Dry,,"44.28047895325933,-73.20197142182082"
4273818,,"June 12, 2021, 12:14 AM",South Burlington,US-2,WILLISTON RD,Property Damage Only,Rear End,Clear,,21SB005132,So. Burlington PD.,,,None/Other,Night,I- 89,None,None,,VT0040300,,,US-2,,,"44.47035898798734,-73.18527142972445"
4274447,,"June 12, 2021, 12:58 PM",Charlotte,US Route 7,CHURCH HILL RD,Injury,Head On,Clear,,21A102131,VSP - A1 Williston,,,None/Other,Day,Church Hill Road (TH#2),None,None,,VTVSP0100,Four-way Intersection,None,US Route 7,Dry,,"44.31136454438239,-73.24700478790801"
4273821,,"June 12, 2021, 1:21 PM",Colchester,77 US RT 7,,Property Damage Only,Same Direction Sideswipe,Clear,,21CC004989,Colchester PD.,,,None/Other,Day,US RT 2 (Roosevelt Highway),None,None,,VT0040500,Parking Lot,None,77 US RT 7,Dry,,"44.59042356887502,-73.16663243549522"
4273825,,"June 12, 2021, 3:00 PM",Burlington,Church St,CHURCH ST,Injury,Other - Explain in Narrative,Clear,,21BU008604,Burlington PD,,,None/Other,Day,Main St,None,Pedestrian,,VT0040100,Not at a Junction,None,Church St,Dry,,"44.475946399309,-73.21248404504236"
4274225,,"June 12, 2021, 4:54 PM",Burlington,Battery St,BATTERY ST,Property Damage Only,Rear End,Clear,,21BU008610,Burlington PD,,,None/Other,Day,College St,None,None,,VT0040100,Four-way Intersection,None,Battery St,Dry,,"44.47686902437842,-73.21877431035433"
4273817,,"June 12, 2021, 7:15 PM",Colchester,95 MOUNT MANSFIELD AVE,MT MANSFIELD AVE,Property Damage Only,Other - Explain in Narrative,Clear,,21CC004998,Colchester PD.,,,None/Other,Night,JOHNSON AVENUE,None,None,,VT0040500,Not at a Junction,None,95 MOUNT MANSFIELD AVE,Dry,,"44.49960680924598,-73.15961137765366"
4274406,,"June 13, 2021, 12:30 PM",South Burlington,1801 Williston Rd,WILLISTON RD,Property Damage Only,Same Direction Sideswipe,Cloudy,,21SB005170,So. Burlington PD.,,,None/Other,Day,Kennedy Drive,None,None,,VT0040300,Four-way Intersection,None,1801 Williston Rd,Dry,,"44.46266372486421,-73.15340215648334"
4273812,,"June 13, 2021, 5:45 PM",Winooski City,4 Hood St,E SPRING ST,Property Damage Only,Single Vehicle Crash,Clear,,21WS002968,Winooski PD.,,,None/Other,Day,E Spring St,None,None,,VT0040400,Railway grade crossing,None,4 Hood St,Dry,,"44.49277828103278,-73.17922344187986"
4274401,,"June 14, 2021, 8:53 AM",South Burlington,Williston Rd,WILLISTON RD,Property Damage Only,Rear End,Clear,,21SB005196,So. Burlington PD.,,,None/Other,Day,White St,None,None,,VT0040300,Y - Intersection,,Williston Rd,,,"44.46748065491614,-73.17389364281036"
4273802,,"June 14, 2021, 11:09 AM",Essex,101 Susie Wilson Rd,SUSIE WILSON BYP,Property Damage Only,Same Direction Sideswipe,Cloudy,,21ES003321,Essex PD.,,,None/Other,Day,Colchester Rd,None,None,,VT0040200,Not at a Junction,None,101 Susie Wilson Rd,Dry,,"44.514863349448724,-73.12557246348736"
4273803,,"June 14, 2021, 1:41 PM",Burlington,North Ave,,Property Damage Only,Rear End,Cloudy,,21BU008735,Burlington PD,,,None/Other,Day,1355 North Ave,None,None,,VT0040100,Four-way Intersection,None,North Ave,Dry,,"44.51141635399327,-73.25136068892716"
4273971,,"June 14, 2021, 3:06 PM",Colchester,524 MALLETTS BAY AVE,MALLETTS BAY AVE,Property Damage Only,Other - Explain in Narrative,Clear,,21CC005047,Colchester PD.,,,None/Other,Day,LOMARTIRE DRIVE,None,None,,VT0040500,Driveway,None,524 MALLETTS BAY AVE,Dry,,"44.530232681628604,-73.20757558472874"
4273791,,"June 14, 2021, 6:10 PM",South Burlington,1314 Williston Rd,,Property Damage Only,Opp Direction Sideswipe,Clear,,21SB005218,So. Burlington PD.,,,None/Other,Day,,None,None,,VT0040300,Parking Lot,None,1314 Williston Rd,Dry,,"44.46754274986202,-73.1717924294492"
4273806,,"June 14, 2021, 7:41 PM",Colchester,ROOSEVELT HIGHWAY,ROOSEVELT HWY,Injury,"No Turns, Thru moves only, Broadside ^<",Clear,,21CC005057,Colchester PD.,,,None/Other,Night,I89 EXIT 16 OFF RAMP,None,None,,VT0040500,Four-way Intersection,None,ROOSEVELT HIGHWAY,Dry,,"44.50522064653002,-73.18137999205936"
4273788,,"June 15, 2021, 11:40 AM",South Burlington,1220 Williston Rd,,Property Damage Only,Same Direction Sideswipe,Cloudy,,21SB005238,So. Burlington PD.,,,None/Other,Day,Dunkin Donuts Parking Lot,None,None,,VT0040300,Parking Lot,,1220 Williston Rd,Dry,,"44.46792724556362,-73.17526546613163"
4274372,,"June 15, 2021, 12:07 PM",Essex,16 Pearl St,PEARL ST,Property Damage Only,"No Turns, Thru moves only, Broadside ^<",Clear,,21ES003349,Essex PD.,,,None/Other,Day,School Street,None,None,,VT0040200,Four-way Intersection,None,16 Pearl St,Dry,,"44.49100213414944,-73.11298376877441"
4273784,,"June 15, 2021, 1:25 PM",Williston,586 Marshall Ave,MARSHALL AVE,Property Damage Only,Rear End,Clear,,21WT02924,Williston PD.,,,None/Other,Day,Harvest Ln,None,None,,VT0041000,Not at a Junction,None,586 Marshall Ave,Dry,,"44.44557482934731,-73.12258377638145"
4273781,,"June 15, 2021, 1:32 PM",Essex,50 Sunderland Way,SUNDERLAND WAY,Property Damage Only,Rear End,Clear,,21ES003352,Essex PD.,,,None/Other,Day,Joshua Dr,None,None,,VT0040200,Four-way Intersection,None,50 Sunderland Way,Dry,,"44.50508899677794,-73.13715141586042"
4274695,,"June 15, 2021, 2:24 PM",Colchester,Roosevelt Highway,ROOSEVELT HWY,Property Damage Only,Rear End,Clear,,21CC005080,Colchester PD.,,,None/Other,Day,Interstate 89 At Exit 16,None,None,,VT0040500,Four-way Intersection,None,Roosevelt Highway,Dry,,"44.50597909517546,-73.1809612552102"
4273783,,"June 15, 2021, 3:06 PM",South Burlington,570 Shelburne Rd,I-189 EXIT 1 RAMP C,Property Damage Only,Rear End,Cloudy,,21A102165,VSP - A1 Williston,,,None/Other,Day,Farrell St,None,None,,VTVSP0100,T - Intersection,None,570 Shelburne Rd,Dry,,"44.4484889838868,-73.20895143495349"
4275362,,"June 15, 2021, 4:05 PM",South Burlington,Williston Rd,,Property Damage Only,Rear End,Clear,,21SB005245,So. Burlington PD.,,,None/Other,Day,1184 Williston Rd,None,None,,VT0040300,Not at a Junction,None,Williston Rd,Dry,,"44.4686194199029,-73.17669800795336"
4273764,,"June 16, 2021, 1:35 AM",Burlington,Elmwood Ave,ELMWOOD AVE,Property Damage Only,Opp Direction Sideswipe,Clear,,21BU008848,Burlington PD,,,None/Other,Night,Peru St,None,None,,VT0040100,Not at a Junction,None,Elmwood Ave,Dry,,"44.48265452792373,-73.2137109470503"
4273770,,"June 16, 2021, 10:15 AM",Williston,Marshall Ave,MARSHALL AVE,Property Damage Only,Same Direction Sideswipe,Clear,,21WT02935,Williston PD.,,,None/Other,Day,Harvest Lane,None,None,,VT0041000,Four-way Intersection,None,Marshall Ave,Dry,,"44.44561348411781,-73.11711941079072"
4273765,,"June 16, 2021, 11:52 AM",Burlington,1085 Pine St,PINE ST,Injury,Same Direction Sideswipe,Cloudy,,21BU008875,Burlington PD,,,None/Other,Day,Baird St,None,None,,VT0040100,Not at a Junction,None,1085 Pine St,Dry,,"44.44906123154282,-73.21456482104243"
4273771,,"June 16, 2021, 1:38 PM",Essex,50 Sunderland Way,SUSIE WILSON RD,Property Damage Only,Same Direction Sideswipe,Clear,,21ES003368,Essex PD.,,,None/Other,Day,,None,None,,VT0040200,Not at a Junction,None,50 Sunderland Way,Dry,,"44.50497129087371,-73.13727500196846"
4273773,,"June 16, 2021, 3:40 PM",Williston,Williston Rd,WILLISTON RD,Property Damage Only,"Left Turn and Thru, Angle Broadside -->v--",Clear,,21WT02948,Williston PD.,,,None/Other,Day,Essex Road,None,None,,VT0041000,Not at a Junction,None,Williston Rd,Dry,,"44.44957487473555,-73.11091753369448"
4274952,,"June 16, 2021, 4:04 PM",Winooski City,Main St,MAIN ST,Property Damage Only,"Right Turn and Thru, Broadside ^<--",Clear,,21WS003032,Winooski PD.,,,None/Other,Day,W Center St,None,None,,VT0040400,Traffic circle / roundabout,None,Main St,Dry,,"44.490764323240654,-73.18642919059712"
4273763,,"June 16, 2021, 4:17 PM",Colchester,220 COLLEGE PARKWAY,COLLEGE PKWY,Property Damage Only,Rear End,Clear,,21CC005107,Colchester PD.,,,None/Other,Day,CAMPUS ROAD,None,None,,VT0040500,Not at a Junction,None,220 COLLEGE PARKWAY,Dry,,"44.49301396733464,-73.16671616794237"
4274066,,"June 16, 2021, 4:30 PM",South Burlington,Kennedy Drive at Hinesburg Road,,Property Damage Only,Rear End,Clear,,21SB005279,So. Burlington PD.,,,None/Other,Day,Hinesburg Rd,None,None,,VT0040300,Four-way Intersection,,Kennedy Drive at Hinesburg Road,Dry,,"44.454680825357286,-73.16438258404567"
4274028,,"June 17, 2021, 9:36 AM",Shelburne,5059 Shelburne Rd,SHELBURNE RD,Property Damage Only,Rear End,Cloudy,,21SH04245,Shelburne PD.,,,None/Other,Day,Blodgett Rd,None,None,,VT0040700,T - Intersection,None,5059 Shelburne Rd,Wet,,"44.38356578866526,-73.22655072342661"
4274884,,"June 17, 2021, 11:31 AM",Williston,Essex Road,ESSEX RD,Injury,Head On,Clear,,21WT02963,Williston PD.,,,None/Other,Day,James Brown Drive,None,None,,VT0041000,Four-way Intersection,None,Essex Road,Dry,,"44.47549397267911,-73.11337443217981"
4273744,,"June 17, 2021, 12:56 PM",Colchester,ROOSEVELT HIGHWAY,ROOSEVELT HWY,Property Damage Only,"Left Turn and Thru, Broadside v<--",Clear,,21CC005125,Colchester PD.,,,None/Other,Day,HIGHPOINT CENTER,None,None,,VT0040500,Other - Explain in Narrative,None,ROOSEVELT HIGHWAY,Dry,,"44.5038858229911,-73.18186745118936"
4273759,,"June 17, 2021, 2:31 PM",Winooski City,Malletts Bay Ave,MALLETTS BAY AVE,Property Damage Only,"No Turns, Thru moves only, Broadside ^<",Clear,,21WS003030,Winooski PD.,,,None/Other,Day,Pine St,None,Heavy Truck,,VT0040400,Four-way Intersection,None,Malletts Bay Ave,Dry,,"44.49770376374542,-73.19521172883105"
4273756,,"June 17, 2021, 3:01 PM",South Burlington,Williston Rd,,Property Damage Only,"Left Turn and Thru, Angle Broadside -->v--",Clear,,21SB005302,So. Burlington PD.,,,None/Other,Day,1150 Williston Rd,None,None,,VT0040300,Four-way Intersection,None,Williston Rd,Dry,,"44.46891452141965,-73.17803142190968"
4273747,,"June 17, 2021, 4:10 PM",Essex,249 Jericho Road,JERICHO RD,Injury,Head On,Clear,,21ES003398,Essex PD.,,,None/Other,Day,Weed Road,None,None,,VT0040200,Not at a Junction,None,249 Jericho Road,Dry,,"44.5032489997929,-73.01082137393459"
4274179,,"June 17, 2021, 5:09 PM",Colchester,Roosevelt Highway,I-89 EXIT 17 RAMP C,Property Damage Only,Rear End,Clear,,21CC005133,Colchester PD.,,,None/Other,Day,"Exit 17, I89",None,None,,VT0040500,Off Ramp,None,Roosevelt Highway,Dry,,"44.59275888657156,-73.17047522486767"
4273750,,"June 17, 2021, 5:54 PM",Burlington,Archibald St,ARCHIBALD ST,Injury,"Left Turn and Thru, Angle Broadside -->v--",Clear,,21BU008941,Burlington PD,,,None/Other,Day,N Winooski Ave,None,Bicycle,,VT0040100,Four-way Intersection,None,Archibald St,Dry,,"44.487990646073726,-73.20781832277339"
4274419,,"June 17, 2021, 9:37 PM",Burlington,Home Ave,HOME AVE,Property Damage Only,"Left Turn and Thru, Angle Broadside -->v--",Clear,,21BU008950,Burlington PD,,,None/Other,Night,Shelburne St,None,None,,VT0040100,Four-way Intersection,None,Home Ave,Dry,,"44.45073359391336,-73.20898342600846"
4274576,,"June 18, 2021, 6:42 AM",St. George,,VT ROUTE 116,Property Damage Only,"Left Turn and Thru, Angle Broadside -->v--",Clear,,21A102242,VSP - A1 Williston,,,None/Other,Day,SOUTH BROWNELL RD.,None,None,,VTVSP0100,T - Intersection,None,,Dry,,"44.40077430248482,-73.1406242946753"
4273932,,"June 18, 2021, 7:22 AM",South Burlington,1205 US-2,WILLISTON RD,Property Damage Only,Same Direction Sideswipe,Clear,,21SB005322,So. Burlington PD.,,,None/Other,Day,White St,None,None,,VT0040300,Not at a Junction,None,1205 US-2,Dry,,"44.46776355678362,-73.17555263023907"
4274413,,"June 18, 2021, 12:22 PM",Williston,Exit 12 Off-ramp NB,I-89 EXIT 12 RAMP A,Property Damage Only,Rear End,Cloudy,,21A102246,VSP - A1 Williston,,,None/Other,Day,Rt. 2A,None,None,,VTVSP0100,Four-way Intersection,None,Exit 12 Off-ramp NB,Dry,,"44.43989479547557,-73.11452179123845"
4273735,,"June 18, 2021, 5:03 PM",Winooski City,E Allen St,E ALLEN ST,Property Damage Only,Same Direction Sideswipe,Cloudy,,21WS003056,Winooski PD.,,,None/Other,Day,Manseau St,None,None,,VT0040400,Not at a Junction,None,E Allen St,Dry,,"44.49290594309631,-73.17742700608257"
4275186,,"June 18, 2021, 5:25 PM",Buels Gore,,VT ROUTE 17,Injury,Single Vehicle Crash,Clear,,21A102249,VSP - A1 Williston,,,None/Other,Day,Mile Marker 1,None,None,,VTVSP0100,Not at a Junction,None,,Dry,,"44.21503895247803,-72.93802133021583"
4274964,,"June 18, 2021, 9:05 PM",Winooski City,E Allen St,E ALLEN ST,Property Damage Only,Rear End,Clear,,21WS003059,Winooski PD.,,,None/Other,Night,Exit 15,None,None,,VT0040400,T - Intersection,None,E Allen St,Dry,,"44.493222393823864,-73.1741365648948"
4273713,,"June 19, 2021, 12:29 PM",Burlington,Main St,MAIN ST,Property Damage Only,Rear End,Clear,,21BU009027,Burlington PD,,,None/Other,Day,Summit St,None,None,,VT0040100,Not at a Junction,None,Main St,Dry,,"44.47629496414677,-73.20240447675498"
4275260,,"June 19, 2021, 1:35 PM",Colchester,COLLEGE PARKWAY,COLLEGE PKWY,Property Damage Only,Rear End,Clear,,21CC005177,Colchester PD.,,,None/Other,Day,ST MICHAELS COLLEGE,None,None,,VT0040500,Unknown,Unknown,COLLEGE PARKWAY,Dry,,"44.49501403317976,-73.16169706237609"
4274001,,"June 19, 2021, 1:45 PM",Winooski City,41 E Allen St,E ALLEN ST,Injury,Rear End,Clear,,21WS003074,Winooski PD.,,,None/Other,Day,Barlow St,None,None,,VT0040400,Not at a Junction,None,41 E Allen St,Dry,,"44.49137976691411,-73.18434937101341"
4273853,,"June 19, 2021, 2:03 PM",Burlington,555 Shelburne Rd,,Injury,"Right Turn and Thru, Angle Broadside -->^--",Clear,,21BU009033,Burlington PD,,,None/Other,Day,Parking Lot,None,None,,VT0040100,Parking Lot,None,555 Shelburne Rd,Dry,,"44.44819740221347,-73.2097249391079"
